ID,DESCRIPTION,Attribut1,Rated Current (A),Rated Voltage (V),Rated Voltage (VDC),Rated Breaking Capacity (A),Mounting,Application
A578,"Indicators PN Electric Fuse, Resettable, 1.5A, 32VAC, 125VDC, 100A (IR), Through Hole",Resettable,1.5A,32V,125V,100A,Through Hole,Consumer Electronics
A579,"AmpShield Electric Fuse, Slow Blow, 10A, 125VAC, 48VDC, 50A (IR), Panel Mount",Slow Blow,10A,125V,48V,50A,Panel Mount,Industrial
A580,"AmpShield Electric Fuse, Slow Blow, 1.5A, 300VAC, 125VDC, 10000A (IR), Blade",Slow Blow,1.5A,300V,125V,10000A,Blade,Telecom
A581,"Indicators PN Electric Fuse, PTC, 7A, 32VAC, 24VDC, 1500A (IR), Through Hole",PTC,7A,32V,24V,1500A,Through Hole,Consumer Electronics
A582,"Voltguard Electric Fuse, Time Lag Blow, 15A, 63VAC, 24VDC, 10000A (IR), Surface Mount",Time Lag Blow,15A,63V,24V,10000A,Surface Mount,Industrial
A583,"ProtecTech Electric Fuse, Resettable, 5A, 125VAC, 48VDC, 35A (IR), Blade",Resettable,5A,125V,48V,35A,Blade,Power Supply
A584,"ProtecTech Electric Fuse, Time Lag Blow, 1.5A, 32VAC, 24VDC, 100A (IR), Cartridge",Time Lag Blow,1.5A,32V,24V,100A,Cartridge,Telecom
A585,"AmpShield Electric Fuse, HRC, 15A, 125VAC, 125VDC, 10000A (IR), Through Hole",HRC,15A,125V,125V,10000A,Through Hole,Consumer Electronics
A586,"Voltguard Electric Fuse, Time Lag Blow, 2A, 63VAC, 125VDC, 35A (IR), Through Hole",Time Lag Blow,2A,63V,125V,35A,Through Hole,Industrial
A587,"CircuitSafe Electric Fuse, Fast Blow, 30A, 32VAC, 150VDC, 1500A (IR), Through Hole",Fast Blow,30A,32V,150V,1500A,Through Hole,Automotive
A588,"ProtecTech Electric Fuse, Resettable, 25A, 32VAC, 125VDC, 10000A (IR), Cartridge",Resettable,25A,32V,125V,10000A,Cartridge,Power Supply
A589,"Indicators PN Electric Fuse, Slow Blow, 20A, 32VAC, 250VDC, 35A (IR), Surface Mount",Slow Blow,20A,32V,250V,35A,Surface Mount,Automotive
A590,"Voltguard Electric Fuse, PTC, 10A, 250VAC, 24VDC, 1500A (IR), Cartridge",PTC,10A,250V,24V,1500A,Cartridge,Telecom
A591,"Indicators PN Electric Fuse, Fast Blow, 30A, 400VAC, 250VDC, 35A (IR), Cartridge",Fast Blow,30A,400V,250V,35A,Cartridge,Telecom
A592,"Indicators PN Electric Fuse, Resettable, 15A, 125VAC, 150VDC, 1500A (IR), Through Hole",Resettable,15A,125V,150V,1500A,Through Hole,Telecom
A593,"AmpShield Electric Fuse, HRC, 30A, 300VAC, 24VDC, 100A (IR), Surface Mount",HRC,30A,300V,24V,100A,Surface Mount,Automotive
A594,"AmpShield Electric Fuse, Fast Blow, 20A, 63VAC, 60VDC, 1500A (IR), Through Hole",Fast Blow,20A,63V,60V,1500A,Through Hole,Consumer Electronics
A595,"CircuitSafe Electric Fuse, Time Lag Blow, 1.5A, 32VAC, 150VDC, 200A (IR), Through Hole",Time Lag Blow,1.5A,32V,150V,200A,Through Hole,Telecom
A596,"AmpShield Electric Fuse, Fast Blow, 0.5A, 32VAC, 250VDC, 35A (IR), Surface Mount",Fast Blow,0.5A,32V,250V,35A,Surface Mount,Power Supply
A597,"Voltguard Electric Fuse, Fast Blow, 1A, 300VAC, 24VDC, 10000A (IR), Surface Mount",Fast Blow,1A,300V,24V,10000A,Surface Mount,Consumer Electronics
A598,"Indicators PN Electric Fuse, PTC, 3A, 125VAC, 125VDC, 35A (IR), Surface Mount",PTC,3A,125V,125V,35A,Surface Mount,Industrial
A599,"Indicators PN Electric Fuse, Time Lag Blow, 5A, 400VAC, 60VDC, 200A (IR), Surface Mount",Time Lag Blow,5A,400V,60V,200A,Surface Mount,Automotive
A600,"AmpShield Electric Fuse, Slow Blow, 1.5A, 400VAC, 250VDC, 50A (IR), Cartridge",Slow Blow,1.5A,400V,250V,50A,Cartridge,Consumer Electronics
A601,"Indicators PN Electric Fuse, HRC, 3A, 400VAC, 24VDC, 100A (IR), Cartridge",HRC,3A,400V,24V,100A,Cartridge,Industrial
A602,"Voltguard Electric Fuse, PTC, 7A, 250VAC, 60VDC, 200A (IR), Blade",PTC,7A,250V,60V,200A,Blade,Telecom
A603,"AmpShield Electric Fuse, Slow Blow, 1.5A, 400VAC, 250VDC, 35A (IR), Through Hole",Slow Blow,1.5A,400V,250V,35A,Through Hole,Automotive
A604,"AmpShield Electric Fuse, HRC, 10A, 300VAC, 250VDC, 200A (IR), Through Hole",HRC,10A,300V,250V,200A,Through Hole,Power Supply
A605,"AmpShield Electric Fuse, Time Lag Blow, 20A, 32VAC, 250VDC, 10000A (IR), Through Hole",Time Lag Blow,20A,32V,250V,10000A,Through Hole,Telecom
A606,"Indicators PN Electric Fuse, Slow Blow, 7A, 250VAC, 24VDC, 35A (IR), Cartridge",Slow Blow,7A,250V,24V,35A,Cartridge,Consumer Electronics
A607,"CircuitSafe Electric Fuse, Resettable, 25A, 300VAC, 250VDC, 1500A (IR), Panel Mount",Resettable,25A,300V,250V,1500A,Panel Mount,Industrial
A608,"Voltguard Electric Fuse, HRC, 15A, 400VAC, 250VDC, 1500A (IR), Surface Mount",HRC,15A,400V,250V,1500A,Surface Mount,Telecom
A609,"ProtecTech Electric Fuse, PTC, 5A, 400VAC, 250VDC, 10000A (IR), Blade",PTC,5A,400V,250V,10000A,Blade,Industrial
A610,"AmpShield Electric Fuse, HRC, 0.5A, 32VAC, 250VDC, 50A (IR), Panel Mount",HRC,0.5A,32V,250V,50A,Panel Mount,Telecom
A611,"Indicators PN Electric Fuse, Fast Blow, 1A, 250VAC, 60VDC, 50A (IR), Cartridge",Fast Blow,1A,250V,60V,50A,Cartridge,Consumer Electronics
A612,"Indicators PN Electric Fuse, HRC, 2A, 300VAC, 250VDC, 200A (IR), Blade",HRC,2A,300V,250V,200A,Blade,Industrial
A613,"CircuitSafe Electric Fuse, PTC, 10A, 300VAC, 125VDC, 35A (IR), Blade",PTC,10A,300V,125V,35A,Blade,Telecom
A614,"AmpShield Electric Fuse, Slow Blow, 10A, 400VAC, 250VDC, 35A (IR), Surface Mount",Slow Blow,10A,400V,250V,35A,Surface Mount,Telecom
A615,"CircuitSafe Electric Fuse, Slow Blow, 15A, 300VAC, 24VDC, 35A (IR), Panel Mount",Slow Blow,15A,300V,24V,35A,Panel Mount,Power Supply
A616,"CircuitSafe Electric Fuse, HRC, 15A, 63VAC, 250VDC, 10000A (IR), Blade",HRC,15A,63V,250V,10000A,Blade,Consumer Electronics
A617,"AmpShield Electric Fuse, Slow Blow, 2A, 250VAC, 60VDC, 1500A (IR), Panel Mount",Slow Blow,2A,250V,60V,1500A,Panel Mount,Power Supply
A618,"Voltguard Electric Fuse, Resettable, 25A, 125VAC, 250VDC, 200A (IR), Surface Mount",Resettable,25A,125V,250V,200A,Surface Mount,Automotive
A619,"CircuitSafe Electric Fuse, Slow Blow, 5A, 125VAC, 250VDC, 100A (IR), Panel Mount",Slow Blow,5A,125V,250V,100A,Panel Mount,Power Supply
A620,"Indicators PN Electric Fuse, Resettable, 1A, 32VAC, 48VDC, 200A (IR), Through Hole",Resettable,1A,32V,48V,200A,Through Hole,Telecom
A621,"AmpShield Electric Fuse, Time Lag Blow, 20A, 63VAC, 48VDC, 35A (IR), Blade",Time Lag Blow,20A,63V,48V,35A,Blade,Industrial
A622,"Indicators PN Electric Fuse, Fast Blow, 30A, 125VAC, 24VDC, 200A (IR), Surface Mount",Fast Blow,30A,125V,24V,200A,Surface Mount,Power Supply
A623,"Indicators PN Electric Fuse, PTC, 10A, 400VAC, 150VDC, 1500A (IR), Through Hole",PTC,10A,400V,150V,1500A,Through Hole,Telecom
A624,"ProtecTech Electric Fuse, HRC, 30A, 32VAC, 150VDC, 200A (IR), Panel Mount",HRC,30A,32V,150V,200A,Panel Mount,Telecom
A625,"AmpShield Electric Fuse, Fast Blow, 30A, 300VAC, 48VDC, 10000A (IR), Through Hole",Fast Blow,30A,300V,48V,10000A,Through Hole,Automotive
A626,"ProtecTech Electric Fuse, Resettable, 20A, 300VAC, 60VDC, 1500A (IR), Blade",Resettable,20A,300V,60V,1500A,Blade,Telecom
A627,"Voltguard Electric Fuse, Resettable, 2A, 125VAC, 125VDC, 100A (IR), Cartridge",Resettable,2A,125V,125V,100A,Cartridge,Telecom
A628,"ProtecTech Electric Fuse, Fast Blow, 7A, 300VAC, 250VDC, 10000A (IR), Panel Mount",Fast Blow,7A,300V,250V,10000A,Panel Mount,Consumer Electronics
A629,"Voltguard Electric Fuse, Time Lag Blow, 30A, 400VAC, 150VDC, 10000A (IR), Through Hole",Time Lag Blow,30A,400V,150V,10000A,Through Hole,Industrial
A630,"ProtecTech Electric Fuse, HRC, 30A, 125VAC, 250VDC, 100A (IR), Through Hole",HRC,30A,125V,250V,100A,Through Hole,Industrial
A631,"ProtecTech Electric Fuse, HRC, 30A, 400VAC, 60VDC, 10000A (IR), Surface Mount",HRC,30A,400V,60V,10000A,Surface Mount,Consumer Electronics
A632,"CircuitSafe Electric Fuse, PTC, 20A, 300VAC, 250VDC, 10000A (IR), Blade",PTC,20A,300V,250V,10000A,Blade,Power Supply
A633,"Indicators PN Electric Fuse, PTC, 0.5A, 300VAC, 24VDC, 35A (IR), Blade",PTC,0.5A,300V,24V,35A,Blade,Industrial
A634,"Voltguard Electric Fuse, Resettable, 0.5A, 63VAC, 60VDC, 50A (IR), Cartridge",Resettable,0.5A,63V,60V,50A,Cartridge,Consumer Electronics
A635,"AmpShield Electric Fuse, Slow Blow, 30A, 125VAC, 48VDC, 1500A (IR), Surface Mount",Slow Blow,30A,125V,48V,1500A,Surface Mount,Consumer Electronics
A636,"AmpShield Electric Fuse, Slow Blow, 20A, 400VAC, 250VDC, 1500A (IR), Through Hole",Slow Blow,20A,400V,250V,1500A,Through Hole,Power Supply
A637,"AmpShield Electric Fuse, Fast Blow, 15A, 400VAC, 60VDC, 10000A (IR), Surface Mount",Fast Blow,15A,400V,60V,10000A,Surface Mount,Telecom
A638,"Voltguard Electric Fuse, PTC, 25A, 125VAC, 150VDC, 35A (IR), Surface Mount",PTC,25A,125V,150V,35A,Surface Mount,Consumer Electronics
A639,"ProtecTech Electric Fuse, HRC, 10A, 63VAC, 250VDC, 10000A (IR), Cartridge",HRC,10A,63V,250V,10000A,Cartridge,Power Supply
A640,"Voltguard Electric Fuse, Resettable, 20A, 63VAC, 250VDC, 50A (IR), Cartridge",Resettable,20A,63V,250V,50A,Cartridge,Telecom
A641,"AmpShield Electric Fuse, Resettable, 1A, 63VAC, 48VDC, 10000A (IR), Panel Mount",Resettable,1A,63V,48V,10000A,Panel Mount,Automotive
A642,"ProtecTech Electric Fuse, Slow Blow, 7A, 125VAC, 150VDC, 100A (IR), Through Hole",Slow Blow,7A,125V,150V,100A,Through Hole,Industrial
A643,"Voltguard Electric Fuse, Time Lag Blow, 0.5A, 125VAC, 125VDC, 10000A (IR), Through Hole",Time Lag Blow,0.5A,125V,125V,10000A,Through Hole,Automotive
A644,"ProtecTech Electric Fuse, Time Lag Blow, 20A, 32VAC, 250VDC, 1500A (IR), Cartridge",Time Lag Blow,20A,32V,250V,1500A,Cartridge,Telecom
A645,"Voltguard Electric Fuse, HRC, 5A, 32VAC, 250VDC, 100A (IR), Panel Mount",HRC,5A,32V,250V,100A,Panel Mount,Industrial
A646,"AmpShield Electric Fuse, HRC, 1A, 300VAC, 48VDC, 200A (IR), Panel Mount",HRC,1A,300V,48V,200A,Panel Mount,Power Supply
A647,"CircuitSafe Electric Fuse, Slow Blow, 5A, 63VAC, 48VDC, 10000A (IR), Cartridge",Slow Blow,5A,63V,48V,10000A,Cartridge,Consumer Electronics
A648,"Indicators PN Electric Fuse, Time Lag Blow, 2A, 300VAC, 150VDC, 200A (IR), Panel Mount",Time Lag Blow,2A,300V,150V,200A,Panel Mount,Automotive
A649,"Voltguard Electric Fuse, Resettable, 5A, 250VAC, 48VDC, 10000A (IR), Panel Mount",Resettable,5A,250V,48V,10000A,Panel Mount,Power Supply
A650,"ProtecTech Electric Fuse, Slow Blow, 25A, 125VAC, 125VDC, 35A (IR), Blade",Slow Blow,25A,125V,125V,35A,Blade,Consumer Electronics
A651,"AmpShield Electric Fuse, Resettable, 3A, 32VAC, 150VDC, 100A (IR), Panel Mount",Resettable,3A,32V,150V,100A,Panel Mount,Power Supply
A652,"Indicators PN Electric Fuse, PTC, 0.5A, 125VAC, 250VDC, 50A (IR), Cartridge",PTC,0.5A,125V,250V,50A,Cartridge,Power Supply
A653,"Voltguard Electric Fuse, Slow Blow, 1.5A, 300VAC, 150VDC, 35A (IR), Surface Mount",Slow Blow,1.5A,300V,150V,35A,Surface Mount,Industrial
A654,"Voltguard Electric Fuse, Resettable, 7A, 32VAC, 48VDC, 1500A (IR), Blade",Resettable,7A,32V,48V,1500A,Blade,Automotive
A655,"Indicators PN Electric Fuse, Slow Blow, 10A, 400VAC, 60VDC, 35A (IR), Surface Mount",Slow Blow,10A,400V,60V,35A,Surface Mount,Automotive
A656,"AmpShield Electric Fuse, Fast Blow, 3A, 300VAC, 24VDC, 1500A (IR), Through Hole",Fast Blow,3A,300V,24V,1500A,Through Hole,Consumer Electronics
A657,"AmpShield Electric Fuse, PTC, 10A, 400VAC, 125VDC, 200A (IR), Cartridge",PTC,10A,400V,125V,200A,Cartridge,Automotive
A658,"ProtecTech Electric Fuse, Resettable, 1A, 300VAC, 24VDC, 10000A (IR), Panel Mount",Resettable,1A,300V,24V,10000A,Panel Mount,Automotive
A659,"CircuitSafe Electric Fuse, Slow Blow, 30A, 32VAC, 60VDC, 1500A (IR), Surface Mount",Slow Blow,30A,32V,60V,1500A,Surface Mount,Consumer Electronics
A660,"AmpShield Electric Fuse, HRC, 1A, 125VAC, 125VDC, 200A (IR), Blade",HRC,1A,125V,125V,200A,Blade,Automotive
A661,"CircuitSafe Electric Fuse, Fast Blow, 15A, 63VAC, 48VDC, 10000A (IR), Blade",Fast Blow,15A,63V,48V,10000A,Blade,Power Supply
A662,"ProtecTech Electric Fuse, Resettable, 1.5A, 125VAC, 250VDC, 10000A (IR), Cartridge",Resettable,1.5A,125V,250V,10000A,Cartridge,Automotive
A663,"AmpShield Electric Fuse, HRC, 1.5A, 32VAC, 24VDC, 35A (IR), Panel Mount",HRC,1.5A,32V,24V,35A,Panel Mount,Power Supply
A664,"AmpShield Electric Fuse, HRC, 15A, 32VAC, 60VDC, 50A (IR), Cartridge",HRC,15A,32V,60V,50A,Cartridge,Industrial
A665,"CircuitSafe Electric Fuse, Resettable, 15A, 63VAC, 48VDC, 50A (IR), Through Hole",Resettable,15A,63V,48V,50A,Through Hole,Power Supply
A666,"AmpShield Electric Fuse, Fast Blow, 1A, 63VAC, 250VDC, 1500A (IR), Surface Mount",Fast Blow,1A,63V,250V,1500A,Surface Mount,Power Supply
A667,"Indicators PN Electric Fuse, Resettable, 15A, 32VAC, 60VDC, 10000A (IR), Surface Mount",Resettable,15A,32V,60V,10000A,Surface Mount,Consumer Electronics
A668,"Voltguard Electric Fuse, Fast Blow, 30A, 300VAC, 125VDC, 100A (IR), Cartridge",Fast Blow,30A,300V,125V,100A,Cartridge,Industrial
A669,"AmpShield Electric Fuse, Slow Blow, 3A, 300VAC, 24VDC, 50A (IR), Cartridge",Slow Blow,3A,300V,24V,50A,Cartridge,Telecom
A670,"ProtecTech Electric Fuse, Time Lag Blow, 20A, 400VAC, 60VDC, 10000A (IR), Panel Mount",Time Lag Blow,20A,400V,60V,10000A,Panel Mount,Industrial
A671,"Voltguard Electric Fuse, HRC, 5A, 125VAC, 125VDC, 50A (IR), Surface Mount",HRC,5A,125V,125V,50A,Surface Mount,Consumer Electronics
A672,"Voltguard Electric Fuse, Fast Blow, 30A, 400VAC, 250VDC, 200A (IR), Cartridge",Fast Blow,30A,400V,250V,200A,Cartridge,Consumer Electronics
A673,"CircuitSafe Electric Fuse, Resettable, 30A, 125VAC, 125VDC, 200A (IR), Blade",Resettable,30A,125V,125V,200A,Blade,Consumer Electronics
A674,"CircuitSafe Electric Fuse, PTC, 15A, 32VAC, 48VDC, 10000A (IR), Panel Mount",PTC,15A,32V,48V,10000A,Panel Mount,Automotive
A675,"Indicators PN Electric Fuse, Fast Blow, 15A, 63VAC, 60VDC, 10000A (IR), Surface Mount",Fast Blow,15A,63V,60V,10000A,Surface Mount,Automotive
A676,"Voltguard Electric Fuse, HRC, 25A, 32VAC, 150VDC, 1500A (IR), Blade",HRC,25A,32V,150V,1500A,Blade,Power Supply
A677,"CircuitSafe Electric Fuse, Slow Blow, 15A, 125VAC, 150VDC, 1500A (IR), Blade",Slow Blow,15A,125V,150V,1500A,Blade,Industrial
A678,"ProtecTech Electric Fuse, PTC, 2A, 300VAC, 250VDC, 100A (IR), Through Hole",PTC,2A,300V,250V,100A,Through Hole,Telecom
A679,"ProtecTech Electric Fuse, HRC, 1A, 250VAC, 60VDC, 1500A (IR), Surface Mount",HRC,1A,250V,60V,1500A,Surface Mount,Industrial
A680,"ProtecTech Electric Fuse, Resettable, 1.5A, 300VAC, 48VDC, 200A (IR), Through Hole",Resettable,1.5A,300V,48V,200A,Through Hole,Industrial
A681,"Indicators PN Electric Fuse, HRC, 25A, 63VAC, 250VDC, 10000A (IR), Blade",HRC,25A,63V,250V,10000A,Blade,Consumer Electronics
A682,"Indicators PN Electric Fuse, Fast Blow, 10A, 63VAC, 24VDC, 100A (IR), Cartridge",Fast Blow,10A,63V,24V,100A,Cartridge,Industrial
A683,"Indicators PN Electric Fuse, Resettable, 2A, 300VAC, 60VDC, 200A (IR), Blade",Resettable,2A,300V,60V,200A,Blade,Telecom
A684,"CircuitSafe Electric Fuse, Slow Blow, 25A, 125VAC, 24VDC, 10000A (IR), Panel Mount",Slow Blow,25A,125V,24V,10000A,Panel Mount,Consumer Electronics
A685,"ProtecTech Electric Fuse, HRC, 15A, 300VAC, 48VDC, 200A (IR), Blade",HRC,15A,300V,48V,200A,Blade,Consumer Electronics
A686,"AmpShield Electric Fuse, Resettable, 1A, 300VAC, 60VDC, 200A (IR), Through Hole",Resettable,1A,300V,60V,200A,Through Hole,Power Supply
A687,"Voltguard Electric Fuse, Time Lag Blow, 5A, 250VAC, 125VDC, 1500A (IR), Surface Mount",Time Lag Blow,5A,250V,125V,1500A,Surface Mount,Power Supply
A688,"Voltguard Electric Fuse, PTC, 1.5A, 63VAC, 24VDC, 1500A (IR), Cartridge",PTC,1.5A,63V,24V,1500A,Cartridge,Industrial
A689,"AmpShield Electric Fuse, Fast Blow, 1.5A, 125VAC, 150VDC, 10000A (IR), Surface Mount",Fast Blow,1.5A,125V,150V,10000A,Surface Mount,Industrial
A690,"Voltguard Electric Fuse, Time Lag Blow, 30A, 32VAC, 125VDC, 10000A (IR), Blade",Time Lag Blow,30A,32V,125V,10000A,Blade,Telecom
A691,"Voltguard Electric Fuse, HRC, 1.5A, 400VAC, 125VDC, 35A (IR), Through Hole",HRC,1.5A,400V,125V,35A,Through Hole,Automotive
A692,"ProtecTech Electric Fuse, HRC, 20A, 63VAC, 48VDC, 10000A (IR), Panel Mount",HRC,20A,63V,48V,10000A,Panel Mount,Automotive
A693,"ProtecTech Electric Fuse, Fast Blow, 0.5A, 63VAC, 60VDC, 50A (IR), Panel Mount",Fast Blow,0.5A,63V,60V,50A,Panel Mount,Telecom
A694,"Voltguard Electric Fuse, HRC, 25A, 32VAC, 250VDC, 10000A (IR), Cartridge",HRC,25A,32V,250V,10000A,Cartridge,Automotive
A695,"ProtecTech Electric Fuse, PTC, 20A, 250VAC, 125VDC, 50A (IR), Through Hole",PTC,20A,250V,125V,50A,Through Hole,Telecom
A696,"Voltguard Electric Fuse, Fast Blow, 20A, 63VAC, 150VDC, 10000A (IR), Panel Mount",Fast Blow,20A,63V,150V,10000A,Panel Mount,Consumer Electronics
A697,"Voltguard Electric Fuse, Resettable, 25A, 125VAC, 125VDC, 1500A (IR), Panel Mount",Resettable,25A,125V,125V,1500A,Panel Mount,Automotive
A698,"ProtecTech Electric Fuse, PTC, 7A, 63VAC, 24VDC, 35A (IR), Through Hole",PTC,7A,63V,24V,35A,Through Hole,Power Supply
A699,"ProtecTech Electric Fuse, Resettable, 7A, 63VAC, 150VDC, 35A (IR), Through Hole",Resettable,7A,63V,150V,35A,Through Hole,Telecom
A700,"Voltguard Electric Fuse, HRC, 0.5A, 300VAC, 150VDC, 35A (IR), Surface Mount",HRC,0.5A,300V,150V,35A,Surface Mount,Telecom
A701,"AmpShield Electric Fuse, HRC, 15A, 32VAC, 250VDC, 10000A (IR), Blade",HRC,15A,32V,250V,10000A,Blade,Power Supply
A702,"AmpShield Electric Fuse, Time Lag Blow, 0.5A, 400VAC, 150VDC, 200A (IR), Through Hole",Time Lag Blow,0.5A,400V,150V,200A,Through Hole,Telecom
A703,"Voltguard Electric Fuse, Time Lag Blow, 20A, 400VAC, 250VDC, 1500A (IR), Surface Mount",Time Lag Blow,20A,400V,250V,1500A,Surface Mount,Telecom
A704,"AmpShield Electric Fuse, Time Lag Blow, 10A, 63VAC, 24VDC, 100A (IR), Panel Mount",Time Lag Blow,10A,63V,24V,100A,Panel Mount,Power Supply
A705,"ProtecTech Electric Fuse, Time Lag Blow, 2A, 32VAC, 250VDC, 10000A (IR), Surface Mount",Time Lag Blow,2A,32V,250V,10000A,Surface Mount,Power Supply
A706,"AmpShield Electric Fuse, Slow Blow, 15A, 32VAC, 125VDC, 10000A (IR), Through Hole",Slow Blow,15A,32V,125V,10000A,Through Hole,Consumer Electronics
A707,"CircuitSafe Electric Fuse, Time Lag Blow, 1A, 63VAC, 125VDC, 10000A (IR), Panel Mount",Time Lag Blow,1A,63V,125V,10000A,Panel Mount,Consumer Electronics
A708,"Voltguard Electric Fuse, HRC, 7A, 300VAC, 60VDC, 1500A (IR), Cartridge",HRC,7A,300V,60V,1500A,Cartridge,Telecom
A709,"ProtecTech Electric Fuse, PTC, 15A, 300VAC, 125VDC, 50A (IR), Cartridge",PTC,15A,300V,125V,50A,Cartridge,Power Supply
A710,"Indicators PN Electric Fuse, PTC, 3A, 125VAC, 150VDC, 100A (IR), Blade",PTC,3A,125V,150V,100A,Blade,Industrial
A711,"ProtecTech Electric Fuse, Resettable, 2A, 250VAC, 250VDC, 50A (IR), Surface Mount",Resettable,2A,250V,250V,50A,Surface Mount,Industrial
A712,"AmpShield Electric Fuse, PTC, 5A, 300VAC, 150VDC, 10000A (IR), Surface Mount",PTC,5A,300V,150V,10000A,Surface Mount,Industrial
A713,"Indicators PN Electric Fuse, Resettable, 0.5A, 32VAC, 48VDC, 200A (IR), Panel Mount",Resettable,0.5A,32V,48V,200A,Panel Mount,Telecom
A714,"AmpShield Electric Fuse, Slow Blow, 3A, 63VAC, 60VDC, 35A (IR), Panel Mount",Slow Blow,3A,63V,60V,35A,Panel Mount,Automotive
A715,"Voltguard Electric Fuse, PTC, 20A, 400VAC, 150VDC, 100A (IR), Panel Mount",PTC,20A,400V,150V,100A,Panel Mount,Automotive
A716,"Voltguard Electric Fuse, Resettable, 10A, 250VAC, 24VDC, 50A (IR), Panel Mount",Resettable,10A,250V,24V,50A,Panel Mount,Consumer Electronics
A717,"Voltguard Electric Fuse, Slow Blow, 20A, 300VAC, 150VDC, 10000A (IR), Through Hole",Slow Blow,20A,300V,150V,10000A,Through Hole,Power Supply
A718,"Indicators PN Electric Fuse, Resettable, 0.5A, 125VAC, 48VDC, 10000A (IR), Surface Mount",Resettable,0.5A,125V,48V,10000A,Surface Mount,Industrial
A719,"Voltguard Electric Fuse, Time Lag Blow, 7A, 125VAC, 250VDC, 200A (IR), Blade",Time Lag Blow,7A,125V,250V,200A,Blade,Power Supply
A720,"CircuitSafe Electric Fuse, HRC, 0.5A, 400VAC, 250VDC, 35A (IR), Surface Mount",HRC,0.5A,400V,250V,35A,Surface Mount,Power Supply
A721,"ProtecTech Electric Fuse, Resettable, 15A, 300VAC, 60VDC, 100A (IR), Cartridge",Resettable,15A,300V,60V,100A,Cartridge,Industrial
A722,"AmpShield Electric Fuse, Fast Blow, 10A, 250VAC, 150VDC, 35A (IR), Cartridge",Fast Blow,10A,250V,150V,35A,Cartridge,Industrial
A723,"Indicators PN Electric Fuse, HRC, 1A, 300VAC, 24VDC, 1500A (IR), Cartridge",HRC,1A,300V,24V,1500A,Cartridge,Consumer Electronics
A724,"ProtecTech Electric Fuse, HRC, 3A, 300VAC, 150VDC, 100A (IR), Blade",HRC,3A,300V,150V,100A,Blade,Telecom
A725,"Indicators PN Electric Fuse, PTC, 2A, 125VAC, 125VDC, 10000A (IR), Blade",PTC,2A,125V,125V,10000A,Blade,Power Supply
A726,"CircuitSafe Electric Fuse, PTC, 1A, 125VAC, 24VDC, 200A (IR), Through Hole",PTC,1A,125V,24V,200A,Through Hole,Industrial
A727,"CircuitSafe Electric Fuse, PTC, 5A, 300VAC, 150VDC, 35A (IR), Cartridge",PTC,5A,300V,150V,35A,Cartridge,Industrial
A728,"Voltguard Electric Fuse, Slow Blow, 7A, 400VAC, 250VDC, 100A (IR), Surface Mount",Slow Blow,7A,400V,250V,100A,Surface Mount,Power Supply
A729,"Voltguard Electric Fuse, PTC, 5A, 125VAC, 48VDC, 1500A (IR), Cartridge",PTC,5A,125V,48V,1500A,Cartridge,Industrial
A730,"Voltguard Electric Fuse, PTC, 30A, 63VAC, 48VDC, 10000A (IR), Through Hole",PTC,30A,63V,48V,10000A,Through Hole,Consumer Electronics
A731,"Indicators PN Electric Fuse, Fast Blow, 2A, 63VAC, 150VDC, 100A (IR), Through Hole",Fast Blow,2A,63V,150V,100A,Through Hole,Automotive
A732,"Indicators PN Electric Fuse, Slow Blow, 25A, 400VAC, 125VDC, 1500A (IR), Surface Mount",Slow Blow,25A,400V,125V,1500A,Surface Mount,Power Supply
A733,"AmpShield Electric Fuse, PTC, 5A, 300VAC, 60VDC, 200A (IR), Panel Mount",PTC,5A,300V,60V,200A,Panel Mount,Consumer Electronics
A734,"Indicators PN Electric Fuse, Fast Blow, 15A, 125VAC, 125VDC, 50A (IR), Panel Mount",Fast Blow,15A,125V,125V,50A,Panel Mount,Industrial
A735,"AmpShield Electric Fuse, HRC, 7A, 250VAC, 150VDC, 35A (IR), Panel Mount",HRC,7A,250V,150V,35A,Panel Mount,Consumer Electronics
A736,"CircuitSafe Electric Fuse, Resettable, 1.5A, 250VAC, 24VDC, 10000A (IR), Panel Mount",Resettable,1.5A,250V,24V,10000A,Panel Mount,Telecom
A737,"Indicators PN Electric Fuse, Resettable, 0.5A, 32VAC, 250VDC, 50A (IR), Blade",Resettable,0.5A,32V,250V,50A,Blade,Power Supply
A738,"Voltguard Electric Fuse, Time Lag Blow, 5A, 300VAC, 60VDC, 50A (IR), Panel Mount",Time Lag Blow,5A,300V,60V,50A,Panel Mount,Consumer Electronics
A739,"AmpShield Electric Fuse, Time Lag Blow, 10A, 300VAC, 60VDC, 100A (IR), Through Hole",Time Lag Blow,10A,300V,60V,100A,Through Hole,Telecom
A740,"AmpShield Electric Fuse, Fast Blow, 7A, 400VAC, 60VDC, 100A (IR), Blade",Fast Blow,7A,400V,60V,100A,Blade,Consumer Electronics
A741,"CircuitSafe Electric Fuse, Fast Blow, 20A, 63VAC, 150VDC, 10000A (IR), Through Hole",Fast Blow,20A,63V,150V,10000A,Through Hole,Automotive
A742,"AmpShield Electric Fuse, Fast Blow, 15A, 250VAC, 125VDC, 50A (IR), Through Hole",Fast Blow,15A,250V,125V,50A,Through Hole,Industrial
